,age,job,marital,education,default,balance,housing,loan,day,month,campaign,pdays,previous,poutcome
60815,53,2,1,2,0,366,0,0,6,5,2,61,2,1
60816,43,1,1,0,0,1264,0,0,15,5,1,-1,0,3
60817,74,4,0,1,0,3406,0,0,14,7,1,180,1,2
60818,22,1,2,1,0,780,0,0,14,7,1,-1,0,3
60819,56,0,0,0,0,404,1,0,17,7,1,342,2,1
60820,67,5,1,1,0,19316,0,0,3,1,1,-1,0,3
60821,25,7,2,2,0,479,0,0,6,10,1,-1,0,3
60822,38,1,1,1,0,1810,0,0,10,7,1,-1,0,3
60823,44,4,1,1,0,3465,0,0,13,6,1,169,3,0
60824,33,7,1,2,0,492,0,0,6,7,2,92,5,2
60825,39,1,0,1,0,2141,0,0,10,3,1,181,2,1
60826,29,8,1,1,0,769,0,0,17,9,2,301,2,1
60827,32,0,1,1,0,-33,1,0,7,5,1,-1,0,3
60828,50,2,1,0,0,3929,0,0,11,5,1,92,1,2
60829,25,3,2,1,0,481,0,0,3,6,1,-1,0,3
60830,59,0,1,1,0,106,0,0,19,1,2,91,1,2
60831,26,0,1,1,0,684,1,0,20,8,3,-1,0,3
60832,39,1,1,0,0,1622,0,0,13,7,4,-1,0,3
60833,47,4,1,1,0,5320,0,0,18,5,1,-1,0,3
60834,48,1,1,0,0,623,0,0,1,3,1,-1,0,3
60835,47,7,1,0,0,7024,0,0,22,6,1,184,2,1
60836,25,8,2,1,0,101,0,0,6,5,2,-1,0,3
60837,51,6,1,1,0,8997,0,0,3,0,1,-1,0,3
60838,46,2,1,1,0,2890,0,0,10,6,1,-1,0,3
60839,38,8,1,1,0,5114,0,0,25,3,1,101,5,1
60840,38,9,1,1,0,520,0,0,20,8,2,-1,0,3
60841,32,0,1,1,0,337,0,0,27,5,3,-1,0,3
60842,27,0,1,1,0,288,0,0,3,6,2,-1,0,3
60843,34,3,1,1,0,866,1,0,2,6,3,-1,0,3
60844,44,4,1,0,0,1082,1,1,11,5,2,365,37,0
60845,24,8,2,0,0,1235,0,0,13,4,3,92,5,1
60846,71,5,0,0,0,3054,0,0,23,7,2,-1,0,3
60847,31,7,2,1,0,3992,0,0,20,7,1,-1,0,3
60848,45,0,1,1,0,5022,0,0,13,5,1,185,1,1
60849,33,5,2,2,0,1965,0,0,12,3,1,183,1,0
60850,28,1,1,1,0,736,0,0,4,5,2,179,19,0
60851,47,1,1,1,0,1728,0,0,3,2,1,179,1,0
60852,43,8,1,1,0,2038,0,0,4,4,1,-1,0,3
60853,31,6,1,0,0,-152,1,0,11,8,1,369,2,0
60854,45,0,1,1,0,205,0,0,3,1,1,91,2,2
60855,33,6,1,1,0,537,0,0,23,2,1,-1,0,3
60856,28,0,2,0,0,-5,0,1,25,6,1,-1,0,3
60857,37,0,1,1,0,128,0,0,2,3,2,-1,0,3
60858,60,5,0,1,0,1493,0,0,9,6,1,-1,0,3
60859,44,7,0,1,0,980,0,0,18,7,2,-1,0,3
60860,58,4,0,2,0,1257,0,0,4,1,1,-1,0,3
60861,27,5,1,1,0,334,0,0,14,3,2,-1,0,3
60862,29,4,2,2,0,572,0,0,3,6,1,-1,0,3
60863,26,0,1,1,0,-203,1,0,10,5,2,-1,0,3
60864,27,3,2,1,0,0,1,0,14,5,4,-1,0,3
60865,75,9,0,3,0,395,0,0,6,7,2,-1,0,3
60866,53,0,0,1,0,183,0,0,4,7,1,-1,0,3
60867,49,1,1,0,0,-454,0,0,14,7,1,-1,0,3
60868,45,10,1,2,0,677,0,0,28,0,2,86,2,0
60869,55,3,0,1,0,367,0,0,27,7,1,-1,0,3
60870,32,6,0,0,0,460,1,0,7,7,1,294,1,2
60871,48,0,1,1,0,4117,0,0,20,9,1,-1,0,3
60872,33,0,1,0,0,247,0,0,6,9,1,-1,0,3
60873,34,7,1,1,0,1337,0,0,14,1,2,121,2,2
60874,40,9,0,1,0,0,0,0,27,0,1,181,3,2
60875,30,6,2,1,0,2587,0,0,20,8,1,-1,0,3
60876,38,2,1,2,0,1202,0,0,12,8,1,-1,0,3
60877,44,0,0,1,0,558,1,0,29,6,2,-1,0,3
60878,31,9,1,2,0,329,0,0,16,1,1,-1,0,3
60879,33,6,2,1,0,93,0,0,3,7,1,-1,0,3
60880,24,6,1,1,0,409,1,0,15,8,1,-1,0,3
60881,30,1,1,1,0,201,0,0,1,9,1,17,1,1
60882,49,2,1,1,0,0,0,0,7,9,2,190,3,1
60883,64,3,1,1,0,2812,0,0,5,4,1,0,4,2
60884,41,0,1,1,0,151,0,0,3,6,2,-1,0,3
60885,35,5,0,2,0,6336,1,0,2,7,4,-1,0,3
60886,32,9,1,2,0,1628,0,0,24,5,3,-1,0,3
60887,26,7,1,1,0,-380,1,1,20,5,6,-1,0,3
60888,25,9,2,1,0,633,0,0,9,4,1,-1,0,3
60889,32,0,1,1,0,0,0,0,28,4,5,-1,0,3
60890,70,5,0,1,0,249,0,0,20,0,1,-1,0,3
60891,36,3,2,1,0,478,0,0,8,3,1,-1,0,3
60892,33,7,1,2,0,327,1,0,19,5,2,-1,0,3
60893,37,9,2,2,0,1642,1,0,3,3,1,82,3,2
60894,25,1,1,1,0,97,0,0,25,8,1,-1,0,3
60895,27,6,1,1,0,155,0,0,2,9,1,182,3,2
60896,43,8,0,1,0,66,0,0,16,7,1,-1,0,3
60897,29,9,1,1,0,2188,0,0,17,5,1,-1,0,3
60898,30,8,2,2,0,0,0,0,10,5,2,273,1,0
60899,71,4,1,2,0,1940,0,0,3,2,2,-1,0,3
60900,53,6,1,1,0,1186,0,0,22,3,1,435,1,0
60901,23,7,1,0,0,8279,0,0,27,9,1,-1,0,3
60902,35,1,0,1,0,174,0,0,13,7,6,-1,0,3
60903,32,3,1,1,0,1722,0,0,10,10,1,90,3,2
60904,41,6,1,1,0,198,1,0,11,4,1,62,2,0
60905,29,1,2,1,0,311,0,0,29,5,1,-1,0,3
60906,29,4,1,2,0,874,0,0,12,9,1,99,2,1
60907,30,8,2,1,0,1289,0,0,19,8,1,-1,0,3
60908,34,7,1,1,0,127,0,0,2,5,1,-1,0,3
60909,32,7,1,1,0,385,0,0,11,9,1,92,3,0
60910,52,4,1,2,0,1623,0,0,10,8,2,97,6,1
60911,60,8,1,1,0,10923,0,0,22,10,2,182,1,2
60912,36,1,1,0,0,55,1,0,29,5,5,-1,0,3
60913,32,1,1,1,0,1240,0,0,9,6,1,-1,0,3
60914,62,5,1,1,0,588,0,0,13,4,1,179,3,2
60915,44,2,1,1,0,456,0,0,14,1,5,-1,0,3
60916,38,9,2,1,0,3659,0,0,11,3,2,-1,0,3
60917,38,1,0,1,0,0,1,0,19,0,1,181,5,1
60918,34,8,1,2,0,925,0,0,11,0,1,-1,0,3
60919,24,0,1,1,0,1293,0,0,20,5,1,92,1,2
60920,28,8,1,1,0,3622,0,0,9,6,1,-1,0,3
60921,33,7,0,2,0,675,0,0,5,1,2,-1,0,3
60922,35,4,1,2,0,1401,1,0,11,6,2,-1,0,3
60923,72,5,1,2,0,0,0,0,11,2,1,-1,0,3
60924,72,5,0,0,0,278,0,0,25,3,2,-1,0,3
60925,45,4,0,2,0,5069,0,0,19,0,5,183,3,0
60926,47,0,1,1,0,971,0,0,18,7,1,-1,0,3
60927,67,5,0,0,0,4189,0,0,13,4,1,0,0,2
60928,36,7,0,1,0,3062,0,0,21,6,1,185,2,1
60929,32,7,1,1,0,40,0,0,7,1,2,-1,0,3
60930,53,5,1,1,0,2146,0,0,24,1,1,91,6,1
60931,28,5,2,1,0,5331,0,0,15,4,1,197,2,1
60932,47,1,1,1,0,292,0,0,28,0,1,79,1,2
60933,49,7,1,1,0,4655,0,0,20,8,1,111,4,0
60934,57,4,0,0,0,200,0,0,12,4,1,-1,0,3
60935,33,8,1,1,0,1537,0,0,10,4,1,77,2,1
60936,46,4,1,1,0,116,0,0,5,6,1,467,3,1
60937,32,5,2,2,0,2371,0,0,16,8,1,-1,0,3
60938,35,4,1,1,0,1350,0,0,18,5,1,-1,0,3
60939,34,1,1,0,0,122,0,0,21,8,1,-1,0,3
60940,36,0,1,1,0,152,0,0,2,4,3,-1,0,3
60941,28,8,2,2,0,119,0,0,29,1,2,97,1,0
60942,34,0,1,2,0,0,0,0,28,5,1,182,2,2
60943,34,6,1,1,0,-701,1,0,10,7,2,-1,0,3
60944,25,1,1,1,0,302,0,0,16,6,1,91,1,2
60945,30,5,2,1,0,113,0,0,15,5,1,-1,0,3
60946,66,5,1,0,0,2329,0,0,18,3,1,181,1,1
60947,35,3,1,1,0,3698,0,0,7,0,2,163,4,1
60948,35,6,1,1,0,4158,0,0,27,5,3,-1,0,3
60949,40,7,0,1,0,966,0,0,19,2,8,-1,0,3
60950,30,7,1,2,0,13105,0,0,7,1,1,270,1,0
60951,54,6,1,1,0,371,0,0,20,9,2,-1,0,3
60952,49,7,1,1,0,1316,0,0,21,6,3,-1,0,3
60953,33,7,2,2,0,7556,0,0,5,6,2,200,1,0
60954,60,2,0,1,0,50,0,0,8,5,4,-1,0,3
60955,47,4,1,2,0,3844,1,0,8,0,2,-1,0,3
60956,24,3,2,1,0,167,0,0,21,1,1,-1,0,3
60957,29,4,2,1,0,701,0,0,15,8,1,550,2,2
60958,31,9,1,2,0,253,0,0,9,5,2,-1,0,3
60959,72,4,1,1,0,295,0,0,8,3,1,181,1,0
60960,58,4,0,0,0,-88,1,0,6,6,1,-1,0,3
60961,71,4,0,2,0,2989,0,0,19,8,1,193,1,1
60962,37,4,1,2,0,2947,0,0,10,2,2,-1,0,3
60963,43,2,1,1,0,0,0,0,13,5,3,-1,0,3
60964,38,4,1,1,0,118,1,0,12,8,3,-1,0,3
60965,42,4,1,1,0,3358,0,0,18,9,1,-1,0,3
60966,40,5,1,1,0,996,1,0,12,7,2,91,4,2
60967,33,1,1,1,0,496,0,0,12,7,1,-1,0,3
60968,28,2,2,0,0,2474,0,0,10,3,2,-1,0,3
60969,27,4,2,1,0,1811,0,0,25,1,1,-1,0,3
60970,26,0,1,1,0,708,1,0,4,6,2,-1,0,3
60971,32,1,0,1,0,779,0,0,6,6,2,-1,0,3
60972,54,1,1,1,0,0,0,0,10,5,1,-1,0,3
60973,33,1,1,1,0,411,0,0,19,6,1,182,1,1
60974,29,9,1,1,0,4136,0,0,21,6,3,-1,0,3
60975,54,8,0,0,0,308,0,0,20,1,1,181,2,2
60976,35,3,1,1,0,2940,0,0,15,1,6,-1,0,3
60977,34,5,1,1,0,49,1,0,8,5,2,93,6,0
60978,35,7,1,1,0,-242,1,0,17,8,3,288,5,1
60979,43,3,0,1,0,758,1,0,9,8,2,170,6,0
60980,42,4,2,1,0,2036,0,0,15,6,3,313,2,1
60981,36,3,1,1,0,573,0,0,8,2,1,82,1,0
60982,40,3,1,2,0,3582,0,0,21,8,3,182,1,2
60983,56,2,1,1,0,5251,0,0,18,8,1,-1,0,3
60984,51,3,0,1,0,962,1,0,23,9,3,-1,0,3
60985,46,2,1,1,0,41,0,0,22,9,1,-1,0,3
60986,25,8,2,1,0,223,0,0,21,4,2,-1,0,3
60987,33,2,1,1,0,1385,1,0,15,8,2,-1,0,3
60988,34,8,1,0,0,3241,0,0,11,0,3,-1,0,3
60989,79,5,1,1,0,8304,0,0,8,6,3,43,8,0
60990,40,9,2,2,0,1646,1,0,3,4,1,91,4,2
60991,35,9,1,2,0,7050,0,0,9,1,3,182,3,2
60992,43,0,1,1,0,667,1,0,11,8,1,285,5,0
60993,21,7,2,0,0,6989,0,0,10,1,1,-1,0,3
60994,54,9,1,1,0,-309,0,0,2,3,1,-1,0,3
60995,70,4,1,0,0,4655,0,0,15,3,4,-1,0,3
60996,25,0,2,1,0,506,1,0,13,8,1,366,2,0
60997,29,0,1,1,0,-5,0,0,25,5,2,-1,0,3
60998,31,0,1,1,0,4041,0,0,28,0,1,-1,0,3
60999,38,1,2,1,0,985,1,0,5,4,2,51,6,0
61000,47,9,1,1,0,1981,1,0,20,5,1,-1,0,3
61001,40,6,1,1,0,4138,0,0,16,0,3,174,5,0
61002,55,7,0,1,0,126,0,0,5,6,2,-1,0,3
61003,67,6,1,0,0,3319,0,0,15,9,1,91,2,2
61004,57,0,0,1,0,3321,0,0,7,9,1,665,2,0
61005,28,1,1,0,0,-196,1,0,8,7,2,-1,0,3
61006,36,4,2,1,0,810,0,0,4,6,1,-1,0,3
61007,44,9,1,1,0,836,0,0,21,9,1,135,1,0
61008,63,4,1,2,0,5112,0,0,15,9,4,116,7,0
61009,59,5,1,0,0,362,0,0,28,0,1,-1,0,3
61010,46,9,1,1,0,9274,0,0,17,4,1,302,2,0
61011,46,2,1,1,0,2389,0,0,7,4,3,-1,0,3
61012,79,5,1,1,0,8304,0,0,7,9,5,58,8,2
61013,46,4,0,1,0,2263,0,0,26,4,2,-1,0,3
61014,29,0,0,1,0,9,1,0,15,5,1,-1,0,3
61015,37,6,0,3,0,6355,0,0,19,5,2,-1,0,3
61016,33,2,1,1,0,642,1,0,27,1,2,-1,0,3
61017,44,9,1,1,0,1651,0,0,6,3,2,95,6,2
61018,33,5,1,1,0,155,0,0,3,4,1,-1,0,3
61019,22,8,2,1,0,107,0,0,12,8,1,183,1,2
61020,48,4,0,1,0,5466,0,0,19,6,3,-1,0,3
61021,25,0,2,1,0,2281,0,0,16,6,1,-1,0,3
61022,59,1,1,0,0,494,0,0,18,0,2,-1,0,3
61023,68,5,0,1,0,825,0,0,15,3,1,-1,0,3
61024,45,0,1,1,0,0,0,0,14,4,2,-1,0,3
61025,25,7,2,2,0,130,0,0,13,6,1,-1,0,3
61026,43,4,1,2,0,2458,0,0,17,3,1,-1,0,3
61027,54,4,1,2,0,2235,0,0,15,1,5,92,1,1
61028,45,6,1,1,0,4156,0,0,18,7,3,358,6,0
61029,42,4,0,1,0,280,0,0,21,4,1,-1,0,3
61030,28,4,2,1,0,2618,0,0,5,6,2,-1,0,3
61031,36,1,1,0,0,828,0,0,12,8,1,351,6,0
61032,67,5,1,0,0,1430,0,0,20,6,2,122,4,1
61033,47,5,1,1,0,998,0,0,10,4,1,80,3,0
61034,26,8,2,1,0,223,0,0,18,5,2,-1,0,3
61035,34,6,2,2,0,0,0,0,2,5,1,-1,0,3
61036,39,3,0,1,0,1965,0,0,21,8,1,-1,0,3
61037,38,7,1,1,0,2152,0,0,17,6,2,182,2,0
61038,38,7,1,1,0,0,1,0,19,4,1,-1,0,3
61039,48,2,1,2,0,135,0,0,25,0,1,185,1,0
61040,37,2,1,0,0,199,1,0,11,8,1,306,1,0
61041,37,3,1,1,0,1102,1,0,12,4,2,356,3,0
61042,50,8,0,2,0,0,0,0,29,4,2,-1,0,3
61043,54,4,1,0,0,3232,0,0,21,8,2,166,3,0
61044,35,5,0,1,0,868,0,0,4,4,3,-1,0,3
61045,52,5,1,1,0,994,0,0,23,4,1,90,1,1
61046,42,7,2,2,0,11082,0,0,20,8,1,51,1,2
61047,27,2,2,1,0,1841,0,0,10,3,1,94,7,1
61048,45,4,1,2,0,2816,0,0,15,10,1,-1,0,3
61049,28,2,2,1,0,500,1,0,9,8,2,354,2,0
61050,35,4,1,2,0,565,1,0,28,8,1,-1,0,3
61051,56,2,1,2,0,2223,0,0,14,4,2,-1,0,3
61052,70,5,0,1,0,3,0,0,12,2,1,187,2,1
61053,34,8,2,1,0,1102,0,0,6,7,1,-1,0,3
61054,45,0,1,0,0,70,1,0,25,7,1,-1,0,3
61055,49,0,1,1,0,10546,0,0,8,8,1,-1,0,3
61056,46,1,1,1,0,292,0,0,10,3,1,-1,0,3
61057,40,1,1,1,0,0,0,0,18,5,4,-1,0,3
61058,64,4,1,1,0,5706,0,0,20,6,3,154,3,1
61059,55,0,1,1,0,45,0,0,4,7,1,-1,0,3
61060,32,6,2,2,0,442,0,0,15,3,2,98,3,1
61061,34,6,1,1,0,913,0,0,4,9,1,92,2,2
61062,47,7,0,1,0,946,0,0,19,4,1,-1,0,3
61063,38,9,1,1,0,0,0,0,6,4,1,-1,0,3
61064,77,5,1,2,0,4806,0,0,21,10,3,-1,0,3
61065,24,8,2,1,0,137,0,0,8,10,3,-1,0,3
61066,27,2,1,1,0,105,0,0,17,9,3,-1,0,3
61067,49,10,1,1,0,929,0,0,13,3,3,184,5,2
61068,52,9,1,1,0,1981,1,0,25,8,1,-1,0,3
61069,38,7,2,1,0,18419,0,0,17,7,4,-1,0,3
61070,54,5,1,0,0,49,0,0,7,11,2,93,2,2
61071,47,2,1,2,0,-469,0,0,9,4,1,-1,0,3
61072,35,2,0,0,0,-315,0,0,15,6,5,-1,0,3
61073,71,5,1,1,0,1849,0,0,19,4,1,-1,0,3
61074,32,4,1,1,0,1277,1,0,11,2,2,330,1,0
61075,36,7,1,1,0,11618,1,0,26,5,1,-1,0,3
61076,62,10,0,1,0,390,0,0,5,8,1,-1,0,3
61077,28,4,2,1,0,-125,0,0,10,5,2,-1,0,3
61078,36,3,1,1,0,3545,0,0,9,6,1,-1,0,3
61079,44,0,1,0,0,1670,0,0,13,1,2,-1,0,3
61080,62,5,1,2,0,2550,0,0,9,1,2,177,1,1
61081,49,0,1,0,0,3696,0,0,9,4,3,-1,0,3
61082,66,4,1,2,0,2146,0,0,24,3,1,90,6,0
61083,50,6,0,1,0,4227,0,0,25,1,1,189,2,2
61084,25,7,1,2,0,10,0,0,17,5,4,-1,0,3
61085,61,4,1,1,0,8297,0,0,5,6,1,18,3,2
61086,36,3,1,1,0,5638,1,0,22,8,2,-1,0,3
61087,34,4,0,2,0,36,0,0,5,1,3,-1,0,3
61088,61,0,1,1,0,2337,0,0,5,8,1,-1,0,3
61089,31,6,2,1,0,939,1,0,14,2,1,327,1,0
61090,37,1,0,1,0,0,0,0,21,5,1,-1,0,3
61091,55,4,0,0,0,2538,0,0,17,9,2,109,5,0
61092,25,1,1,1,0,173,0,0,17,7,2,-1,0,3
61093,44,4,0,1,0,643,0,0,17,9,1,164,1,1
61094,35,0,0,1,0,478,0,0,10,6,1,352,4,0
61095,31,2,1,1,0,3622,0,0,22,5,2,-1,0,3
61096,59,6,1,0,0,313,1,0,14,8,1,-1,0,3
61097,60,5,0,0,0,93,0,0,22,1,3,-1,0,3
61098,54,7,0,1,0,1003,0,0,2,6,1,-1,0,3
61099,58,5,0,1,0,147,1,0,6,8,1,365,1,0
61100,35,5,1,1,0,151,0,0,14,1,1,265,1,1
61101,25,1,2,0,0,408,0,0,19,5,1,-1,0,3
61102,29,0,1,1,0,691,1,0,11,8,1,330,2,0
61103,38,1,1,2,0,621,1,0,19,1,4,-1,0,3
61104,47,7,0,2,0,971,0,0,24,7,1,490,1,0
61105,47,7,1,1,0,1167,1,0,27,2,1,88,7,0
61106,73,5,1,0,0,4130,0,0,22,4,1,94,3,2
61107,46,2,0,1,0,2646,0,0,23,8,3,-1,0,3
61108,33,7,1,1,0,2731,0,0,21,7,2,-1,0,3
61109,42,3,0,1,0,607,1,0,8,8,2,341,17,0
61110,42,8,0,2,0,14301,1,0,7,1,3,-1,0,3
61111,56,3,1,2,0,2328,0,0,11,2,1,-1,0,3
61112,36,2,1,1,0,0,1,0,29,0,1,-1,0,3
61113,27,4,1,1,0,842,0,0,6,3,1,-1,0,3
61114,25,7,1,1,0,1121,1,0,16,7,1,-1,0,3
61115,61,4,0,1,0,5705,0,0,5,4,1,-1,0,3
61116,43,3,2,1,0,722,1,0,19,8,2,372,5,0
61117,30,8,1,1,0,775,0,0,28,0,2,-1,0,3
61118,30,4,2,2,0,533,0,0,11,9,2,95,5,2
61119,53,4,1,1,0,1161,0,0,21,6,4,159,7,0
61120,64,1,1,1,0,952,0,0,1,5,1,-1,0,3
61121,29,4,2,1,0,3942,0,0,23,7,1,-1,0,3
61122,72,6,0,3,0,393,0,0,6,5,2,-1,0,3
61123,52,1,1,1,0,7134,0,0,15,7,2,-1,0,3
61124,37,6,2,2,0,-87,1,0,3,2,1,211,1,0
61125,60,6,1,1,0,1055,0,0,23,0,3,-1,0,3
61126,69,5,0,0,0,0,0,0,16,4,1,188,1,1
61127,27,2,1,1,0,292,1,0,27,8,1,-1,0,3
61128,39,7,0,1,0,5719,0,0,29,6,8,16,0,2
61129,54,5,1,1,0,5315,0,0,3,5,1,-1,0,3
61130,31,7,1,1,0,1536,0,0,7,1,2,-1,0,3
61131,31,6,1,2,0,944,0,0,21,9,1,-1,0,3
61132,33,6,1,1,0,488,0,0,3,7,3,336,1,1
61133,34,4,0,2,0,0,0,0,4,2,2,5,0,1
61134,33,2,1,1,0,0,1,0,5,2,1,192,2,1
61135,58,4,1,0,0,3314,0,0,13,3,2,206,2,0
61136,36,5,1,1,0,-254,1,0,16,4,2,298,4,1
61137,58,4,0,1,0,314,0,0,3,5,1,176,2,0
61138,30,2,1,0,0,1029,0,0,25,9,2,-1,0,3
61139,43,3,1,2,0,283,0,0,7,6,2,152,3,1
61140,46,3,1,0,0,2784,0,0,12,8,1,-1,0,3
61141,63,5,1,0,0,46,0,0,8,4,1,-1,0,3
61142,52,4,0,0,0,354,1,0,8,6,2,-1,0,3
61143,27,4,2,1,0,1095,0,0,7,10,1,-1,0,3
61144,57,5,1,0,0,1845,0,0,9,1,1,180,1,2
61145,49,4,1,2,0,2708,0,0,24,8,1,182,3,2
61146,43,5,0,1,0,-273,1,0,14,5,1,-1,0,3
61147,32,1,1,1,0,148,1,0,10,5,1,-1,0,3
61148,37,6,0,1,0,6085,1,0,13,8,2,-1,0,3
61149,63,4,1,2,0,6006,0,0,16,9,1,121,1,0
61150,55,3,1,2,0,1659,0,0,2,1,1,-1,0,3
61151,59,4,1,0,0,2304,0,0,4,4,4,-1,0,3
61152,30,0,2,1,0,857,0,0,14,5,2,-1,0,3
61153,25,8,1,1,0,9,0,0,20,5,3,-1,0,3
61154,31,1,2,1,0,810,0,0,13,7,1,-1,0,3
61155,29,4,2,1,0,536,0,0,1,5,1,-1,0,3
61156,35,8,1,1,0,-363,1,0,16,5,4,-1,0,3
61157,31,1,2,0,0,120,0,0,18,8,1,-1,0,3
61158,30,3,2,1,0,58,1,0,5,8,1,363,1,0
61159,49,8,0,2,0,2793,0,0,11,1,1,-1,0,3
61160,33,5,2,1,0,170,0,0,4,4,1,-1,0,3
61161,57,3,0,1,0,6021,0,0,3,4,2,-1,0,3
61162,41,4,1,1,0,2934,0,0,4,9,1,101,2,0
61163,45,1,1,1,0,2988,0,0,3,6,1,346,1,0
61164,22,8,2,1,0,948,0,0,17,1,1,196,2,0
61165,28,8,1,2,0,-76,1,0,6,0,3,225,2,0
61166,35,6,0,1,0,893,1,0,9,2,1,182,5,0
61167,31,8,1,2,0,635,0,0,2,7,3,-1,0,3
61168,50,3,1,0,0,10950,0,0,15,10,1,-1,0,3
61169,53,4,1,2,0,12382,0,0,21,7,1,519,4,1
61170,40,6,1,2,0,3304,0,0,21,10,2,91,3,2
61171,37,3,1,1,0,1085,0,0,18,8,3,-1,0,3
61172,36,9,0,1,0,565,1,0,25,9,1,-1,0,3
61173,51,1,1,1,0,765,0,0,14,6,1,-1,0,3
61174,55,6,1,1,0,2399,0,0,26,0,4,-1,0,3
61175,23,8,2,0,0,1234,0,0,13,4,3,92,4,1
61176,47,1,1,1,0,316,0,0,27,5,2,181,1,0
61177,39,6,1,1,0,3933,0,0,3,2,2,121,1,0
61178,35,2,2,1,0,717,1,0,8,5,1,96,2,1
61179,52,8,0,1,0,858,0,0,20,5,1,-1,0,3
61180,21,8,2,3,0,3,0,0,24,4,1,-1,0,3
61181,53,1,0,0,0,2662,0,0,26,8,2,-1,0,3
61182,33,8,1,1,0,200,0,0,3,1,2,-1,0,3
61183,49,5,0,1,0,1670,0,0,12,1,1,363,7,1
61184,47,2,1,1,0,166,0,0,9,3,2,182,2,0
61185,38,2,1,0,0,196,0,0,29,0,1,-1,0,3
61186,32,1,1,1,0,889,1,0,4,8,1,90,3,1
61187,47,4,1,1,0,3851,0,0,10,1,2,104,3,0
61188,57,4,1,1,0,568,0,0,7,1,6,0,3,2
61189,57,8,0,1,0,468,0,0,5,1,2,-1,0,3
61190,29,4,2,2,0,2531,0,0,17,0,1,-1,0,3
61191,42,9,1,1,0,2550,0,0,20,4,3,194,2,2
61192,59,6,0,1,0,1,0,0,16,5,1,183,2,2
61193,48,9,1,0,0,961,0,0,26,3,4,-1,0,3
61194,28,5,1,1,0,2191,0,0,9,3,1,-1,0,3
61195,66,5,1,1,0,32,0,0,20,11,1,89,2,1
61196,75,5,1,0,0,157,0,0,7,1,1,-1,0,3
61197,25,3,2,1,0,389,0,0,5,1,1,-1,0,3
61198,45,1,1,1,0,182,0,0,11,5,5,-1,0,3
61199,38,2,0,1,0,857,0,0,5,5,2,-1,0,3
61200,31,0,1,1,0,131,0,0,14,5,1,-1,0,3
61201,54,0,1,1,0,599,0,0,7,10,1,97,4,1
61202,35,6,1,1,0,1204,0,0,4,1,1,0,0,2
61203,36,5,1,1,0,1226,1,0,5,8,3,349,2,0
61204,40,9,1,1,0,1238,1,0,17,6,1,93,2,1
61205,39,2,1,1,0,272,0,0,9,2,1,-1,0,3
61206,52,1,1,0,0,3623,0,0,26,3,1,151,1,2
61207,62,4,1,2,0,2192,0,0,19,0,3,-1,0,3
61208,45,6,2,2,0,0,0,0,18,1,3,-1,0,3
61209,37,10,2,2,0,0,0,0,1,6,1,-1,0,3
61210,22,5,2,1,0,105,0,0,15,10,1,184,2,2
61211,28,9,1,1,0,620,0,0,27,2,1,-1,0,3
61212,37,8,0,1,0,1974,0,0,13,7,1,-1,0,3
61213,41,9,2,2,0,1646,1,0,4,6,1,90,7,2
61214,27,2,2,1,0,2833,0,0,21,0,3,-1,0,3
61215,55,9,0,1,0,146,0,0,4,1,3,-1,0,3
61216,53,7,1,1,0,6638,0,0,16,4,1,-1,0,3
61217,57,7,1,2,0,60064,0,0,14,5,1,128,0,2
61218,47,6,1,2,0,7049,0,0,15,5,1,171,2,0
61219,29,5,0,1,0,69,0,0,11,7,1,-1,0,3
61220,32,4,2,2,0,5428,0,0,4,7,1,90,1,0
61221,59,4,1,1,0,90,0,0,21,9,1,-1,0,3
61222,38,4,1,1,0,4135,0,0,20,5,2,413,6,0
61223,39,5,0,1,0,2354,0,0,18,5,1,179,3,1
61224,56,6,1,1,0,2475,0,0,4,7,1,-1,0,3
61225,19,8,2,2,0,107,0,0,9,0,1,181,2,2
61226,43,7,1,2,0,0,0,0,24,1,2,181,2,2
61227,33,8,2,1,0,14,0,0,6,1,1,-1,0,3
61228,34,1,1,1,0,882,0,0,13,3,6,-1,0,3
61229,45,1,1,0,1,-443,0,0,19,0,1,-1,0,3
61230,43,4,1,2,0,2383,0,0,1,4,2,-1,0,3
61231,52,0,0,0,0,421,1,0,19,9,1,-1,0,3
61232,74,6,1,1,0,2998,0,0,23,8,1,206,1,1
61233,67,3,1,0,0,3768,0,0,12,2,1,181,3,2
61234,26,3,2,1,0,-31,0,0,1,4,1,93,10,2
61235,34,0,1,1,0,628,0,0,29,0,1,-1,0,3
61236,60,6,1,0,0,115,0,0,15,0,1,180,7,1
61237,33,4,2,2,0,3159,0,0,1,0,2,-1,0,3
61238,26,6,2,2,0,2376,0,0,22,2,1,-1,0,3
61239,52,2,1,0,0,1593,0,0,10,8,1,-1,0,3
61240,32,4,1,1,0,131,1,1,20,5,2,-1,0,3
61241,53,2,0,1,0,0,0,0,22,7,4,-1,0,3
61242,27,3,1,1,0,892,0,0,14,9,2,-1,0,3
61243,29,9,1,1,0,330,0,0,13,0,1,-1,0,3
61244,50,4,1,2,0,1304,0,0,15,9,1,184,2,0
61245,28,9,1,2,0,1628,0,0,24,5,2,-1,0,3
61246,56,4,1,0,0,0,0,0,2,2,1,-1,0,3
61247,45,4,1,1,0,400,1,0,14,8,1,342,2,0
61248,35,0,0,1,0,1085,0,0,8,6,5,-1,0,3
